Amount(in rupees),Status,Transaction,Furnishing,facing,overlooking,Ownership,price_clean,area_sqft,floor_num,bathroom_num,balcony_num,car_parking_num,location_grouped,price_per_sqft
53 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,5300000.0,891.0,3.0,3.0,2.0,1.0,ahmedabad,5948.372615039281
75 Lac ,Ready to Move,Resale,Furnished,,,,7500000.0,1170.0,4.0,2.0,0.0,0.0,ahmedabad,6410.25641025641
1 Cr ,Ready to Move,Resale,Furnished,,,,10000000.0,2000.0,4.0,3.0,0.0,0.0,ahmedabad,5000.0
1.80 Cr ,Ready to Move,New Property,Unfurnished,East,Garden/Park,Freehold,18000000.0,1975.0,10.0,4.0,1.0,2.0,ahmedabad,9113.924050632912
4.20 Cr ,Ready to Move,Resale,Furnished,East,Garden/Park,Freehold,42000000.0,2552.0,5.0,4.0,1.0,2.0,ahmedabad,16457.6802507837
54 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,5400000.0,891.0,3.0,3.0,2.0,1.0,ahmedabad,6060.606060606061
47 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,4700000.0,845.0,4.0,2.0,1.0,1.0,ahmedabad,5562.130177514793
60 Lac ,Ready to Move,New Property,Unfurnished,,,,6000000.0,1450.0,6.0,2.0,0.0,0.0,ahmedabad,4137.931034482759
80 Lac ,Ready to Move,Resale,Furnished,,,,8000000.0,1755.0,4.0,3.0,0.0,0.0,ahmedabad,4558.404558404558
96 Lac ,Ready to Move,Resale,Furnished,,,,9600000.0,1602.0,2.0,3.0,0.0,0.0,ahmedabad,5992.509363295881
92 Lac ,Ready to Move,Resale,Unfurnished,,,,9200000.0,1620.0,1.0,3.0,0.0,0.0,ahmedabad,5679.0123456790125
45 Lac ,Ready to Move,Resale,Unfurnished,,,,4500000.0,1125.0,6.0,2.0,0.0,0.0,ahmedabad,4000.0
1.20 Cr ,Ready to Move,Resale,Furnished,,,,12000000.0,1700.0,1.0,2.0,0.0,0.0,ahmedabad,7058.823529411765
1.50 Cr ,Ready to Move,New Property,Unfurnished,,,,15000000.0,2200.0,1.0,3.0,0.0,0.0,ahmedabad,6818.181818181818
1.20 Cr ,Ready to Move,Resale,Semi-Furnished,,,,12000000.0,2007.0,1.0,3.0,0.0,0.0,ahmedabad,5979.073243647234
1.25 Cr ,Ready to Move,Resale,Furnished,,,,12500000.0,2007.0,1.0,3.0,0.0,0.0,ahmedabad,6228.201295465869
37 Lac ,Ready to Move,Resale,Semi-Furnished,,,,3700000.0,1150.0,1.0,1.0,0.0,0.0,ahmedabad,3217.391304347826
48 Lac ,Ready to Move,Resale,Furnished,,,,4800000.0,1035.0,2.0,2.0,0.0,0.0,ahmedabad,4637.68115942029
50 Lac ,Ready to Move,Resale,Unfurnished,,,,5000000.0,990.0,10.0,2.0,0.0,0.0,ahmedabad,5050.50505050505
52 Lac ,Ready to Move,Resale,Semi-Furnished,North,Garden/Park,Freehold,5200000.0,1128.0,6.0,2.0,0.0,1.0,ahmedabad,4609.929078014185
69 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,6900000.0,830.0,7.0,3.0,1.0,1.0,ahmedabad,8313.253012048193
2.70 Cr ,Ready to Move,Resale,Unfurnished,North,Main Road,Freehold,27000000.0,1968.0,7.0,4.0,2.0,2.0,ahmedabad,13719.512195121952
70 Lac ,Ready to Move,New Property,Unfurnished,East,Garden/Park,Freehold,7000000.0,950.0,7.0,3.0,1.0,1.0,ahmedabad,7368.421052631579
55 Lac ,Ready to Move,Resale,Unfurnished,,,,5500000.0,990.0,8.0,2.0,0.0,0.0,ahmedabad,5555.555555555556
80 Lac ,Ready to Move,Resale,Semi-Furnished,,,,8000000.0,1215.0,7.0,3.0,0.0,0.0,ahmedabad,6584.3621399176955
60 Lac ,Ready to Move,Resale,Semi-Furnished,,,,6000000.0,1125.0,6.0,2.0,0.0,0.0,ahmedabad,5333.333333333333
60 Lac ,Ready to Move,Resale,Semi-Furnished,,,,6000000.0,1125.0,5.0,2.0,0.0,0.0,ahmedabad,5333.333333333333
1.26 Cr ,Ready to Move,Resale,Unfurnished,,,,12600000.0,2079.0,7.0,3.0,0.0,0.0,ahmedabad,6060.606060606061
70 Lac ,Ready to Move,Resale,Semi-Furnished,,,,7000000.0,1100.0,6.0,3.0,0.0,0.0,ahmedabad,6363.636363636364
90 Lac ,Ready to Move,Resale,Furnished,,,,9000000.0,1600.0,1.0,3.0,0.0,0.0,ahmedabad,5625.0
1 Cr ,Ready to Move,New Property,Furnished,,,,10000000.0,1728.0,4.0,3.0,0.0,0.0,ahmedabad,5787.037037037037
62 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,6200000.0,841.0,5.0,2.0,1.0,1.0,ahmedabad,7372.17598097503
78 Lac ,Ready to Move,,Furnished,,,,7800000.0,1130.0,2.0,2.0,0.0,0.0,ahmedabad,6902.654867256637
65 Lac ,Ready to Move,Resale,Furnished,,,,6500000.0,1370.0,5.0,3.0,0.0,0.0,ahmedabad,4744.525547445255
45 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,4500000.0,891.0,3.0,3.0,2.0,1.0,ahmedabad,5050.50505050505
45 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,4500000.0,999.0,9.0,2.0,1.0,1.0,ahmedabad,4504.504504504504
80 Lac ,Ready to Move,Resale,Unfurnished,North - East,"Garden/Park, Pool, Main Road",Freehold,8000000.0,800.0,5.0,2.0,1.0,1.0,ahmedabad,10000.0
25 Lac ,Ready to Move,,Semi-Furnished,,,,2500000.0,240.0,2.0,1.0,0.0,0.0,ahmedabad,10416.666666666666
1.60 Cr ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,16000000.0,1780.0,3.0,4.0,2.0,3.0,ahmedabad,8988.76404494382
55 Lac ,Ready to Move,Resale,Furnished,,,,5500000.0,1035.0,5.0,2.0,0.0,0.0,ahmedabad,5314.009661835748
70 Lac ,Ready to Move,Resale,Furnished,,,,7000000.0,1579.0,4.0,2.0,0.0,0.0,ahmedabad,4433.185560481317
1.10 Cr ,Ready to Move,Resale,Furnished,,,,11000000.0,1485.0,5.0,3.0,0.0,0.0,ahmedabad,7407.407407407408
48 Lac ,Ready to Move,Resale,Furnished,North - East,"Garden/Park, Main Road",Freehold,4800000.0,800.0,7.0,2.0,1.0,1.0,ahmedabad,6000.0
45 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,4500000.0,800.0,3.0,2.0,1.0,1.0,ahmedabad,5625.0
1.95 Cr ,Ready to Move,Resale,Semi-Furnished,,,,19500000.0,2646.0,7.0,3.0,0.0,0.0,ahmedabad,7369.614512471655
1.95 Cr ,Ready to Move,Resale,Semi-Furnished,,,,19500000.0,2646.0,7.0,4.0,0.0,0.0,ahmedabad,7369.614512471655
2 Cr ,Ready to Move,New Property,Unfurnished,,,,20000000.0,2646.0,7.0,3.0,0.0,0.0,ahmedabad,7558.578987150416
2.25 Cr ,Ready to Move,Resale,Semi-Furnished,,,,22500000.0,3350.0,6.0,4.0,0.0,0.0,ahmedabad,6716.417910447762
40 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4000000.0,990.0,4.0,2.0,0.0,0.0,ahmedabad,4040.40404040404
55 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,5500000.0,891.0,3.0,3.0,2.0,1.0,ahmedabad,6172.83950617284
48 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,4800000.0,845.0,4.0,2.0,1.0,1.0,ahmedabad,5680.473372781065
2.35 Cr ,Ready to Move,New Property,Unfurnished,,,,23500000.0,3350.0,8.0,4.0,0.0,0.0,ahmedabad,7014.925373134329
10.3 Lac ,Ready to Move,Resale,Semi-Furnished,,,,1030000.0000000001,274.0,1.0,2.0,0.0,0.0,ahmedabad,3759.1240875912413
40 Lac ,Ready to Move,Resale,Furnished,,,,4000000.0,990.0,1.0,2.0,0.0,0.0,ahmedabad,4040.40404040404
2.35 Cr ,Ready to Move,Resale,Unfurnished,,,,23500000.0,3350.0,4.0,4.0,0.0,0.0,ahmedabad,7014.925373134329
44 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4400000.0,1152.0,7.0,2.0,0.0,0.0,ahmedabad,3819.4444444444443
44 Lac ,Ready to Move,Resale,Furnished,,,,4400000.0,1089.0,4.0,2.0,0.0,0.0,ahmedabad,4040.40404040404
48 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4800000.0,1150.0,2.0,2.0,0.0,0.0,ahmedabad,4173.913043478261
1.13 Cr ,Ready to Move,New Property,Unfurnished,East,Main Road,Freehold,11299999.999999998,1118.0,2.0,3.0,1.0,2.0,ahmedabad,10107.334525939175
96.5 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,9650000.0,1962.0,2.0,3.0,3.0,1.0,ahmedabad,4918.450560652395
67 Lac ,Ready to Move,Resale,Semi-Furnished,,,,6700000.0,1113.0,2.0,2.0,1.0,0.0,ahmedabad,6019.766397124888
55 Lac ,Ready to Move,Resale,Semi-Furnished,,,,5500000.0,1150.0,1.0,2.0,0.0,0.0,ahmedabad,4782.608695652174
41 Lac ,Ready to Move,Resale,Unfurnished,,,,4100000.0,1350.0,1.0,2.0,2.0,0.0,ahmedabad,3037.037037037037
50 Lac ,Ready to Move,New Property,Unfurnished,East,Garden/Park,Freehold,5000000.0,790.0,5.0,2.0,1.0,1.0,ahmedabad,6329.113924050633
1.77 Cr ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,17700000.0,2513.0,4.0,4.0,1.0,2.0,ahmedabad,7043.374452845205
1.23 Cr ,Ready to Move,New Property,Unfurnished,East,Main Road,Freehold,12300000.0,1215.0,2.0,3.0,1.0,2.0,ahmedabad,10123.456790123457
2.20 Cr ,Ready to Move,Resale,Furnished,,,,22000000.0,3750.0,1.0,4.0,0.0,0.0,ahmedabad,5866.666666666667
2 Cr ,Ready to Move,Resale,Furnished,,,,20000000.0,3300.0,1.0,4.0,0.0,0.0,ahmedabad,6060.606060606061
2.20 Cr ,Ready to Move,Resale,Semi-Furnished,,,,22000000.0,3375.0,1.0,4.0,0.0,0.0,ahmedabad,6518.518518518518
59 Lac ,Ready to Move,New Property,Semi-Furnished,West,"Garden/Park, Main Road",Freehold,5900000.0,708.0,13.0,2.0,1.0,1.0,ahmedabad,8333.333333333334
49 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,4900000.0,845.0,4.0,2.0,1.0,1.0,ahmedabad,5798.816568047338
1.10 Cr ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,11000000.0,2253.0,7.0,3.0,1.0,2.0,ahmedabad,4882.3790501553485
28 Lac ,Ready to Move,Resale,Unfurnished,,,Co-operative Society,2800000.0,792.0,2.0,1.0,2.0,0.0,ahmedabad,3535.3535353535353
1.65 Cr ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,16500000.0,1204.0,7.0,3.0,1.0,2.0,ahmedabad,13704.318936877076
45 Lac ,Ready to Move,Resale,Unfurnished,East,Main Road,Freehold,4500000.0,810.0,2.0,2.0,2.0,0.0,ahmedabad,5555.555555555556
79 Lac ,Ready to Move,Resale,Furnished,,,,7900000.0,1170.0,1.0,3.0,0.0,0.0,ahmedabad,6752.136752136752
1.72 Cr ,Ready to Move,New Property,Unfurnished,East,Garden/Park,Co-operative Society,17200000.0,2475.0,4.0,3.0,1.0,0.0,ahmedabad,6949.49494949495
70 Lac ,Ready to Move,New Property,Unfurnished,North - East,Main Road,Freehold,7000000.0,900.0,3.0,3.0,1.0,1.0,ahmedabad,7777.777777777777
1.04 Cr ,Ready to Move,New Property,Semi-Furnished,East,Garden/Park,Freehold,10400000.0,1450.0,7.0,3.0,2.0,1.0,ahmedabad,7172.413793103448
2.82 Cr ,Ready to Move,Resale,Furnished,East,Garden/Park,Freehold,28200000.0,3780.0,10.0,4.0,3.0,2.0,ahmedabad,7460.31746031746
2.47 Cr ,Ready to Move,Resale,Unfurnished,North,Garden/Park,Freehold,24700000.000000004,3330.0,10.0,4.0,3.0,0.0,ahmedabad,7417.417417417419
1.75 Cr ,Ready to Move,Resale,Unfurnished,,,,17500000.0,2400.0,3.0,4.0,0.0,0.0,ahmedabad,7291.666666666667
56 Lac ,Ready to Move,Resale,Furnished,,,,5600000.0,990.0,0.0,2.0,0.0,0.0,ahmedabad,5656.565656565656
38 Lac ,Ready to Move,Resale,Unfurnished,,,,3800000.0,909.0,1.0,2.0,0.0,0.0,ahmedabad,4180.418041804181
45 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4500000.0,666.0,0.0,1.0,0.0,0.0,ahmedabad,6756.756756756757
67 Lac ,Ready to Move,Resale,Unfurnished,,,,6700000.0,1600.0,8.0,3.0,0.0,0.0,ahmedabad,4187.5
53 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,5300000.0,825.0,4.0,2.0,2.0,1.0,ahmedabad,6424.242424242424
51 Lac ,Ready to Move,Resale,Semi-Furnished,North - West,Garden/Park,Freehold,5100000.0,975.0,13.0,2.0,2.0,1.0,ahmedabad,5230.7692307692305
45 Lac ,Ready to Move,Resale,Unfurnished,,,,4500000.0,945.0,4.0,2.0,0.0,0.0,ahmedabad,4761.9047619047615
46 Lac ,Ready to Move,Resale,Unfurnished,,,,4600000.0,1250.0,5.0,2.0,0.0,0.0,ahmedabad,3680.0
48.5 Lac ,Ready to Move,Resale,Furnished,,,,4850000.0,1000.0,1.0,2.0,0.0,0.0,ahmedabad,4850.0
50 Lac ,Ready to Move,Resale,Unfurnished,,,,5000000.0,1134.0,3.0,2.0,0.0,0.0,ahmedabad,4409.171075837742
52 Lac ,Ready to Move,Resale,Unfurnished,,,,5200000.0,1134.0,3.0,2.0,0.0,0.0,ahmedabad,4585.537918871252
52 Lac ,Ready to Move,Resale,Unfurnished,,,,5200000.0,1125.0,2.0,2.0,0.0,0.0,ahmedabad,4622.222222222223
55 Lac ,Ready to Move,Resale,Furnished,,,,5500000.0,1053.0,2.0,2.0,0.0,0.0,ahmedabad,5223.171889838556
47 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4700000.0,1089.0,6.0,2.0,0.0,0.0,ahmedabad,4315.886134067952
2.65 Cr ,Ready to Move,Resale,Furnished,,,,26500000.0,2727.0,6.0,3.0,0.0,0.0,ahmedabad,9717.638430509718
36 Lac ,Ready to Move,Resale,Unfurnished,,,,3600000.0,1116.0,2.0,2.0,0.0,0.0,ahmedabad,3225.8064516129034
2.90 Cr ,Ready to Move,Resale,Unfurnished,,,,29000000.0,3200.0,5.0,4.0,0.0,0.0,ahmedabad,9062.5
41 Lac ,Ready to Move,Resale,Unfurnished,,,,4100000.0,1125.0,3.0,2.0,0.0,0.0,ahmedabad,3644.4444444444443
2.90 Cr ,Ready to Move,Resale,Furnished,,,,29000000.0,2700.0,4.0,4.0,0.0,0.0,ahmedabad,10740.74074074074
1.24 Cr ,Ready to Move,New Property,Unfurnished,,,,12400000.0,2187.0,10.0,3.0,0.0,0.0,ahmedabad,5669.86739826246
3 Cr ,Ready to Move,Resale,Unfurnished,,,,30000000.0,3500.0,1.0,4.0,0.0,0.0,ahmedabad,8571.42857142857
3 Cr ,Ready to Move,Resale,Unfurnished,,,,30000000.0,4000.0,1.0,4.0,0.0,0.0,ahmedabad,7500.0
3.20 Cr ,Ready to Move,Resale,Furnished,,,,32000000.0,4200.0,2.0,4.0,0.0,0.0,ahmedabad,7619.047619047619
54 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,5400000.0,825.0,4.0,2.0,2.0,1.0,ahmedabad,6545.454545454545
75 Lac ,Ready to Move,Resale,Unfurnished,East,Main Road,Freehold,7500000.0,860.0,5.0,3.0,0.0,1.0,ahmedabad,8720.93023255814
58.8 Lac ,Ready to Move,New Property,Unfurnished,North - East,Garden/Park,Freehold,5880000.0,624.0,5.0,2.0,1.0,0.0,ahmedabad,9423.076923076924
44 Lac ,Ready to Move,New Property,Unfurnished,East,Main Road,Freehold,4400000.0,633.0,10.0,2.0,1.0,1.0,ahmedabad,6951.026856240126
58.5 Lac ,Ready to Move,New Property,Unfurnished,North - East,Main Road,Freehold,5850000.0,646.0,11.0,2.0,0.0,1.0,ahmedabad,9055.727554179566
70 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,7000000.0,1123.0,8.0,3.0,2.0,1.0,ahmedabad,6233.303650934996
38 Lac ,Ready to Move,Resale,Semi-Furnished,West,Garden/Park,Freehold,3800000.0,765.0,5.0,2.0,1.0,0.0,ahmedabad,4967.320261437909
71 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,7100000.0,1123.0,8.0,3.0,2.0,1.0,ahmedabad,6322.350845948353
56 Lac ,Ready to Move,Resale,Semi-Furnished,,Garden/Park,Freehold,5600000.0,750.0,5.0,2.0,2.0,0.0,ahmedabad,7466.666666666667
49.5 Lac ,Ready to Move,New Property,Unfurnished,North - East,Pool,Freehold,4950000.0,666.0,20.0,2.0,1.0,1.0,ahmedabad,7432.4324324324325
41.8 Lac ,Ready to Move,New Property,Unfurnished,North - East,Garden/Park,Freehold,4179999.9999999995,669.0,4.0,2.0,0.0,1.0,ahmedabad,6248.13153961136
48 Lac ,Ready to Move,New Property,Unfurnished,North - East,Garden/Park,Freehold,4800000.0,633.0,1.0,2.0,1.0,0.0,ahmedabad,7582.938388625593
45 Lac ,Ready to Move,New Property,Unfurnished,North - East,Garden/Park,Freehold,4500000.0,633.0,8.0,2.0,1.0,1.0,ahmedabad,7109.004739336493
64 Lac ,Ready to Move,New Property,Unfurnished,East,Garden/Park,Freehold,6400000.0,888.0,19.0,2.0,1.0,1.0,ahmedabad,7207.207207207207
95.8 Lac ,Ready to Move,New Property,Unfurnished,North - East,Garden/Park,Freehold,9580000.0,924.0,8.0,3.0,1.0,1.0,ahmedabad,10367.965367965367
36.5 Lac ,Ready to Move,Resale,Unfurnished,North,Garden/Park,Co-operative Society,3650000.0,700.0,5.0,2.0,2.0,0.0,ahmedabad,5214.285714285715
67 Lac ,Ready to Move,Resale,Unfurnished,East,"Pool, Garden/Park, Main Road",Freehold,6700000.0,900.0,4.0,3.0,0.0,0.0,ahmedabad,7444.444444444444
65 Lac ,Ready to Move,Resale,Semi-Furnished,,Main Road,Freehold,6500000.0,1305.0,3.0,2.0,0.0,0.0,ahmedabad,4980.842911877395
48 Lac ,Ready to Move,New Property,Furnished,East,Garden/Park,Freehold,4800000.0,1350.0,6.0,2.0,2.0,0.0,ahmedabad,3555.5555555555557
50 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,5000000.0,639.0,5.0,2.0,1.0,1.0,ahmedabad,7824.726134585289
51 Lac ,Ready to Move,Resale,Unfurnished,,,Co-operative Society,5100000.0,1080.0,0.0,1.0,2.0,0.0,ahmedabad,4722.222222222223
1.61 Cr ,Ready to Move,Resale,Furnished,North,Main Road,Freehold,16100000.000000002,1226.0,4.0,3.0,2.0,1.0,ahmedabad,13132.137030995107
52 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,5200000.0,1010.0,5.0,3.0,2.0,0.0,ahmedabad,5148.514851485149
1.24 Cr ,Ready to Move,New Property,Unfurnished,North,,Freehold,12400000.0,1860.0,3.0,3.0,1.0,2.0,ahmedabad,6666.666666666667
55 Lac ,Ready to Move,New Property,Unfurnished,East,Garden/Park,Freehold,5500000.0,1548.0,5.0,3.0,2.0,0.0,ahmedabad,3552.97157622739
46 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,4600000.0,705.0,11.0,2.0,1.0,1.0,ahmedabad,6524.822695035461
46 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,4600000.0,705.0,5.0,2.0,1.0,1.0,ahmedabad,6524.822695035461
2.50 Cr ,Ready to Move,Resale,Semi-Furnished,West,Main Road,Freehold,25000000.0,2000.0,1.0,4.0,1.0,0.0,ahmedabad,12500.0
70 Lac ,Ready to Move,Resale,Semi-Furnished,,,,7000000.0,1315.0,8.0,2.0,0.0,0.0,ahmedabad,5323.19391634981
48 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,4800000.0,758.0,4.0,2.0,0.0,1.0,ahmedabad,6332.453825857519
56 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,5600000.0,715.0,6.0,2.0,1.0,1.0,ahmedabad,7832.167832167832
65.1 Lac ,Ready to Move,Resale,Semi-Furnished,East,Garden/Park,Freehold,6509999.999999999,906.0,7.0,2.0,2.0,1.0,ahmedabad,7185.430463576158
50 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,5000000.0,820.0,4.0,2.0,2.0,1.0,ahmedabad,6097.5609756097565
65.5 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,6550000.0,1413.0,12.0,2.0,2.0,0.0,ahmedabad,4635.527246992215
57 Lac ,Ready to Move,Resale,Furnished,,Garden/Park,,5700000.0,819.0,1.0,2.0,2.0,1.0,ahmedabad,6959.706959706959
80 Lac ,Ready to Move,Resale,Furnished,,Main Road,,8000000.0,1845.0,5.0,3.0,2.0,0.0,ahmedabad,4336.043360433604
2 Cr ,Ready to Move,Resale,Furnished,,,,20000000.0,2490.0,10.0,4.0,4.0,0.0,ahmedabad,8032.128514056225
54 Lac ,Ready to Move,Resale,Furnished,East,Main Road,Freehold,5400000.0,1133.0,8.0,2.0,1.0,1.0,ahmedabad,4766.107678729038
55 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,5500000.0,829.0,5.0,2.0,1.0,1.0,ahmedabad,6634.499396863691
47 Lac ,Ready to Move,Resale,Unfurnished,,,,4700000.0,900.0,5.0,2.0,1.0,0.0,ahmedabad,5222.222222222223
1.50 Cr ,Ready to Move,Resale,Semi-Furnished,East,Garden/Park,Co-operative Society,15000000.0,2007.0,10.0,3.0,1.0,1.0,ahmedabad,7473.841554559043
52 Lac ,Ready to Move,Resale,Semi-Furnished,East,Main Road,Freehold,5200000.0,900.0,5.0,3.0,2.0,1.0,ahmedabad,5777.777777777777
51 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,5100000.0,820.0,4.0,2.0,2.0,1.0,ahmedabad,6219.512195121952
45 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,4500000.0,900.0,4.0,2.0,1.0,0.0,ahmedabad,5000.0
3 Cr ,Ready to Move,Resale,Furnished,East,"Garden/Park, Main Road",Freehold,30000000.0,1800.0,1.0,4.0,3.0,3.0,ahmedabad,16666.666666666668
49 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,4900000.0,758.0,4.0,2.0,0.0,1.0,ahmedabad,6464.379947229551
58 Lac ,Ready to Move,New Property,Unfurnished,East,"Main Road, Garden/Park, Pool",Freehold,5800000.0,688.0,12.0,2.0,1.0,1.0,ahmedabad,8430.232558139534
1.23 Cr ,Ready to Move,Resale,Unfurnished,East,Main Road,Freehold,12300000.0,1110.0,12.0,3.0,1.0,0.0,ahmedabad,11081.081081081082
50 Lac ,Ready to Move,Resale,Unfurnished,,,,5000000.0,990.0,2.0,2.0,1.0,0.0,ahmedabad,5050.50505050505
90 Lac ,Ready to Move,Resale,Unfurnished,,Main Road,,9000000.0,1710.0,1.0,3.0,1.0,0.0,ahmedabad,5263.1578947368425
1.16 Cr ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,11600000.0,1433.0,2.0,3.0,1.0,1.0,ahmedabad,8094.905792044661
32 Lac ,Ready to Move,Resale,Unfurnished,North,"Garden/Park, Main Road",Freehold,3200000.0,580.0,2.0,2.0,3.0,0.0,ahmedabad,5517.241379310345
60 Lac ,Ready to Move,New Property,Unfurnished,East,Main Road,Co-operative Society,6000000.0,910.0,5.0,3.0,0.0,1.0,ahmedabad,6593.406593406594
55 Lac ,Ready to Move,Resale,Furnished,,,,5500000.0,1100.0,7.0,2.0,0.0,0.0,ahmedabad,5000.0
2.10 Cr ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool",Freehold,21000000.0,1920.0,13.0,6.0,2.0,2.0,ahmedabad,10937.5
46 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4600000.0,1206.0,6.0,2.0,1.0,0.0,ahmedabad,3814.262023217247
55.5 Lac ,Ready to Move,Resale,Furnished,North - East,"Garden/Park, Main Road",Co-operative Society,5550000.0,953.0,4.0,2.0,1.0,0.0,ahmedabad,5823.714585519412
87 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,8700000.0,1800.0,11.0,3.0,2.0,1.0,ahmedabad,4833.333333333333
2.85 Cr ,Ready to Move,Resale,Unfurnished,,,,28500000.0,3885.0,7.0,4.0,0.0,0.0,ahmedabad,7335.907335907336
42 Lac ,Ready to Move,New Property,Unfurnished,East,Garden/Park,Freehold,4200000.0,1287.0,4.0,2.0,2.0,0.0,ahmedabad,3263.4032634032633
54.5 Lac ,Ready to Move,New Property,Unfurnished,East,Garden/Park,Freehold,5450000.0,1215.0,3.0,2.0,2.0,0.0,ahmedabad,4485.59670781893
35 Lac ,Ready to Move,Resale,Furnished,East,Main Road,Freehold,3500000.0,325.0,0.0,2.0,1.0,1.0,ahmedabad,10769.23076923077
75 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,7500000.0,792.0,2.0,3.0,1.0,1.0,ahmedabad,9469.69696969697
2 Cr ,Ready to Move,Resale,Furnished,North - East,Main Road,Freehold,20000000.0,1605.0,0.0,4.0,1.0,2.0,ahmedabad,12461.059190031152
1.43 Cr ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Co-operative Society,14300000.0,2682.0,4.0,3.0,1.0,0.0,ahmedabad,5331.841909023117
50 Lac ,Ready to Move,Resale,Unfurnished,,"Pool, Garden/Park, Main Road",Co-operative Society,5000000.0,900.0,12.0,2.0,2.0,0.0,ahmedabad,5555.555555555556
1.25 Cr ,Ready to Move,Resale,Semi-Furnished,West,Main Road,Freehold,12500000.0,1700.0,9.0,3.0,1.0,1.0,ahmedabad,7352.941176470588
1.10 Cr ,Ready to Move,New Property,Unfurnished,East,"Pool, Garden/Park, Main Road",Freehold,11000000.0,2158.0,5.0,3.0,3.0,0.0,ahmedabad,5097.312326227989
1.05 Cr ,Ready to Move,Resale,Semi-Furnished,,,,10500000.0,1180.0,6.0,3.0,1.0,0.0,ahmedabad,8898.305084745763
70 Lac ,Ready to Move,Resale,Semi-Furnished,North - East,"Garden/Park, Pool",Freehold,7000000.0,810.0,4.0,3.0,1.0,1.0,ahmedabad,8641.975308641975
90 Lac ,Ready to Move,New Property,Furnished,East,Main Road,Freehold,9000000.0,899.0,3.0,3.0,1.0,1.0,ahmedabad,10011.123470522803
95 Lac ,Ready to Move,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Freehold,9500000.0,1890.0,4.0,4.0,2.0,1.0,ahmedabad,5026.455026455026
20 Lac ,Ready to Move,Resale,Unfurnished,,"Garden/Park, Main Road",Co-operative Society,2000000.0,490.0,1.0,1.0,1.0,1.0,ahmedabad,4081.6326530612246
